,date,close,volume,label,bb_normalized,obv_norm
30,2023-07-07,190.67999,46815000,-1,0.7509528125484477,4.490402776887749
31,2023-07-10,188.61,59095880,-1,0.5926087493217453,2.5572396248266376
32,2023-07-11,188.08,46416508,-1,0.5313961807245086,2.255788350127502
33,2023-07-12,189.77,59771148,1,0.6473530752881823,2.751778600605095
34,2023-07-13,190.53999,41342336,1,0.6906770855096065,4.978414911049051
35,2023-07-14,190.69,41616240,1,0.6835998161041328,5.945648669846195
36,2023-07-17,193.99001,49842864,1,0.9245461628346258,5.9643122834996
37,2023-07-18,193.73,48204488,-1,0.8635256490317996,5.167027559757506
38,2023-07-19,195.10001,80507320,1,0.9311448170790061,4.093804613046366
39,2023-07-20,193.13,59581196,-1,0.7483730404577602,4.531631792017065
40,2023-07-21,191.94,71951680,-1,0.6181321708197005,2.7525189404889505
41,2023-07-24,192.75,44861352,1,0.6777200357690624,5.414676624101744
42,2023-07-25,193.62,37283200,1,0.7610392476898072,7.5152592588619
43,2023-07-26,194.5,47471868,1,0.8369066665728533,6.902293838531907
44,2023-07-27,193.22,47460180,-1,0.6590146909754739,5.903993663740845
45,2023-07-28,195.83,48291444,1,0.932698055444909,6.802365363106558
46,2023-07-31,196.45,38586820,1,0.956167632647357,9.513167086585524
47,2023-08-01,195.605,34728056,-1,0.8271435931080472,9.570210610118805
48,2023-08-02,192.58,48896616,-1,0.49443620240803615,5.797092256854748
49,2023-08-03,191.17,52602668,-1,0.3458808484162588,4.388665723191075
50,2023-08-04,181.99001,115956840,-1,-0.2801875012426042,0.9908745874758229
51,2023-08-07,178.85001,97576072,-1,-0.24305213446905397,0.17752932296762264
52,2023-08-08,179.8,67602768,1,-0.07476434176404635,1.2562411941475533
53,2023-08-09,178.19,57796844,-1,-0.044076409648974336,0.46937749749796026
54,2023-08-10,177.97,52604356,-1,0.026081221064544722,-0.4842910347576539
55,2023-08-11,177.78999,52036672,-1,0.07949883938821785,-1.4895743140529818
56,2023-08-14,179.46001,43675628,1,0.17742786416556267,-0.7747309781098053
57,2023-08-15,177.45,43372424,-1,0.15026149488626647,-1.7801468970237864
58,2023-08-16,176.57001,45598920,-1,0.1606158845604598,-2.693226199216999
59,2023-08-17,174.0,61247068,-1,0.12522664595969782,-3.0051279189397277
60,2023-08-18,174.49001,61114200,1,0.17793249410899456,-2.0116613487536448
61,2023-08-21,175.84,46311900,1,0.24573769019116395,-1.6546324810685806
62,2023-08-22,177.23,42084200,1,0.30878266667865517,-0.820853764595739
63,2023-08-23,181.12,52722800,1,0.44634088453773185,0.3447811193639185
64,2023-08-24,176.38,54945800,-1,0.3138505653792655,-0.669168052881203
65,2023-08-25,178.61,51449600,1,0.4089433036149364,0.28535938083094914
66,2023-08-28,180.19,43820700,1,0.49679034099351743,1.335038600478769
67,2023-08-29,184.12,53003900,1,0.7356099561970901,2.1037362533700352
68,2023-08-30,187.64999,60813900,1,0.9991352841813008,2.833564793575153
69,2023-08-31,187.87,60794500,1,1.0836587634932822,3.834469006242341
70,2023-09-01,189.46001,45732600,1,1.0744651591879957,6.0973403217835855
71,2023-09-05,189.7,45280000,1,0.9961536039260724,7.158286793286219
72,2023-09-06,182.91,81755800,-1,0.6326528947718832,2.9645777547281047
73,2023-09-07,177.56,112488800,-1,0.357534559428834,1.1546271806615414
74,2023-09-08,178.17999,65551300,1,0.38890027870860766,2.9813890189820795
75,2023-09-11,179.36,58953100,1,0.44551723770173796,4.315074627118845
76,2023-09-12,176.3,90370200,-1,0.2979338003209001,1.8149437093201077
77,2023-09-13,174.21001,84267900,-1,0.2077720015972311,0.9463737200048892
78,2023-09-14,175.74001,60895800,1,0.2872683308340118,2.3095964910552125
79,2023-09-15,175.00999,109205100,-1,0.24590308841342515,0.28789521734790774
80,2023-09-18,177.97,67257600,1,0.38178556309643497,1.4674509051765154
81,2023-09-19,179.07001,51826900,1,0.4285867177875104,2.9043629080651168
82,2023-09-20,175.49001,58436200,-1,0.24927413801548437,1.575871223659307
83,2023-09-21,173.92999,63047900,-1,0.19922105987766475,0.46060258945975996
84,2023-09-22,174.78999,56725400,1,0.24929406982025645,1.5119404358541324
85,2023-09-25,176.08,46172700,1,0.32087062043632847,2.8574921111392664
86,2023-09-26,171.96001,64588900,-1,0.15923763430163035,1.0427368479723296
87,2023-09-27,170.42999,66921800,-1,0.13486934264363154,0.006386947153244533
88,2023-09-28,170.69,56294400,1,0.1759553854404717,1.0075926912801274
89,2023-09-29,171.21001,51814200,1,0.22056643536024015,2.0947158500951475
90,2023-10-02,173.75,52164500,1,0.3585420986907335,3.080649215462623
91,2023-10-03,172.39999,49594600,-1,0.2654462113190656,2.2402827323942525
92,2023-10-04,173.66,53020300,1,0.38359819486481156,3.0955355967431344
93,2023-10-05,174.91,48527900,1,0.5148900851609506,4.382100317549286
94,2023-10-06,177.49001,57224100,1,0.7738033820519342,4.716163749189589
95,2023-10-09,178.99001,42390800,1,0.9296260443082449,7.366433896034045
96,2023-10-10,178.39,43698000,-1,0.8443428699272664,6.146071353380018
97,2023-10-11,179.8,47551100,1,0.9188225691997507,6.648050749614625
98,2023-10-12,180.71001,56743100,1,0.9379675551912904,6.571111306925424
99,2023-10-13,178.85001,51427100,-1,0.7628069725384857,6.250364613209767
